Drug_name,drug_approved,drug_withdrawn,drugBank_id,cancer,comment,num_trials_similar_drug,original_num_trials,moa,target,disease.area,indication,phase,description,cancer_desc
Docusate,True,False,DB11089,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,,,,,,"Docusate, or dioctyl sulfosuccinate, is a stool softener indicated for the treatment of constipation[A32201]. Docusate acts by increasing the amount of water the stool absorbs in the gut, making the stool softer and easier to pass [L1801]. Docusate can be orally or rectally administered. Docusate is on the World Health Organization's List of Essential Medicines[L5915]. However the effectiveness of docusate in treating constipation remains unclear, as several studies report docusate to be no more effective than placebo for increasing the frequency of stool or stool softening [A32200,A32202,A176987]. Recently there has been pressure to stop prescribing docusate as it has been identified as an ineffective medicine[A176972,A176987,L5912]. Additionally, it does not appear to lessen symptoms associated with constipation such as abdominal cramps. Still docusate is available in over-the-counter products as a common laxative.",False
Calcium citrate,True,False,DB11093,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,,,,,,Calcium citrate is a salt typically used as a source of calcium in a variety of over the counter supplements.,False
N-acetyltyrosine,True,False,DB11102,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,,,,,Launched,"N-acetyltyrosine, also referred to as N-acetyl-L-tyrosine, is used in place of as a tyrosine precursor. [DB00135] is a non-essential amino acid with a polar side group. N-acetyltyrosine is administered as parenteral nutrition or intravenous infusion due to its enhanced solubility compared to tyrosine [A32652]. It is typically administered as a source of nutritional support where oral nutrition is inadequate or cannot be tolerated.",False
Magnesium citrate,True,False,DB11110,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,,,,,,Magnesium citrate is a low volume and osmotic cathartic agent. The cathartic action works primarily through the high osmolarity of the solution which draws large amounts of fluid into space where is used.[T215] Magnesium citrate is considered by the FDA as an approved inactive ingredient for approved drug products under the specifications of oral administration of a maximum concentration of 237 mg.[L2831] It is also considered as an active ingredient in over-the-counter products.[L1113],False
Sodium iodide,True,False,DB11119,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,,,,,,"Sodium iodide is a water-soluble ionic compound with a crystal lattice. Sodium iodide is a source of iodine and can be administered as a supplement for total parenteral nutrition [L2065] but is more commonly used in veterinary medicine. Radiolabelled compound, [DB09293], is used as a diagnostic tool to evaluate thyroid function and morphology.",False
Chloroxylenol,True,False,DB11121,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,ATP synthase inhibitor,,infectious disease,skin infections,Launched,"Chloroxylenol, or para-chloro-meta-xylenol (PCMX), is an antiseptic and disinfectant agent used for skin disinfection and surgical instruments. It is found in antibacterial soaps, wound-cleansing applications, and household antiseptics. The halophenol is shown to be most effective against Gram positive bacteria where it disrupts the cell wall due to its phenolic nature [A1351]. Chloroxylenol is on the World Health Organization's List of Essential Medicines.",False
Chromium,True,False,DB11136,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,,,,,,"Chromium is a transition element with the chemical symbol Cr and atomic number 24 that belongs to Group 6 of the periodic table. It is used in various chemical, industrial and manufacturing applications such as wood preservation and metallurgy. The uses of chromium compounds depend on the valency of chromium, where trivalent Cr (III) compounds are used for dietary Cr supplementation and hexavalent Cr (VI) compounds are used as corrosion inhibitors in commercial settings and are known to be human carcinogens [L1982]. Humans can be exposed to chromium via ingestion, inhalation, and dermal or ocular exposure [L1983]. Trivalent chromium (Cr(III)) ion is considered to be an essential dietary trace element as it is involved in metabolism of blood glucose, regulation of insulin resistance and metabolism of lipids. Clinical trials and other studies suggest the evidence of chromium intake improving glucose tolerance in patients with Type I and II diabetes, however its clinical application in the standard management of type II diabetes mellitus is not established. Chromium deficiency has been associated with a diabetic-like state, impaired growth, decreased fertility and increased risk of cardiovascular diseases [A32343, A32351, L1982].

According to the National Institute of Health, the daily dietary reference intake (DRI) of chromium for adult male and non-pregnant female are 35 μg and 25 μg, respectively [L1986]. Chromium picolinate capsules may be used as nutritional adjuvant in patients with or at risk of type 2 diabetes mellitus (T2DM) to improve blood sugar metabolism and stabilize the levels of serum cholesterol. Chromium chloride is available as an intravenous injection for use as a supplement to intravenous solutions given for total parenteral nutrition (TPN) [FDA Label].",False
Oxyquinoline,True,False,DB11145,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,chelating agent,METAP2,dermatology,cosmetic,Launched,"Oxyquinoline is a heterocyclic phenol and derivative of quinoline with antiseptic, disinfectant, and pesticide properties. It is used as a stabilizer for hydrogen peroxide, where it is sometimes added in cosmetic products.",False
Potassium hydroxide,True,False,DB11153,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,,,,,,"Potassium hydroxide, also known as _lye_  is an inorganic compound with the chemical formula _KOH_. Also commonly referred to as _caustic potash_, it is a potent base that is marketed in several forms including pellets, flakes, and powders. It is used in various chemical, industrial and manufacturing applications. Potassium hydroxide is also a precursor to other potassium compounds.  Potassium hydroxide is used in food to adjust pH, as a stabilizer, and as a thickening agent.[L1946,L1951] This ingredient has been considered as generally safe as a direct human food ingredient by the FDA, based upon the observance of several good manufacturing practice conditions of use.[L1943]

In addition to the above uses, potassium hydroxide is also used in making soap, as an electrolyte in alkaline batteries and in electroplating, lithography, and paint and varnish removers. Liquid drain cleaners contain 25 to 36% of potassium hydroxide [L1946].

Medically, potassium hydroxide (KOH) is widely used in the wet mount preparation of various clinical specimens for microscopic visualization of fungi and fungal elements in skin, hair, nails, and even vaginal secretions [A32324], [L1946].

Recently, it has been studied for efficacy and tolerability in the treatment of warts. It was determined that topical KOH solution was found to be a safe and effective treatment of plane warts [L1941].",False
Pyrantel,True,False,DB11156,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,nicotinic receptor agonist,,infectious disease,"gastrointestinal roundworms, gastrointestinal roundworms",Launched,"Pyrantel is a pyrimidine-derivative anthelmintic agent for the oral treatment of various parasitic worm infections including ascariasis, hookworm infections, enterobiasis (pinworm infection), trichostrongyliasis, and trichinellosis [L1904].

Pyrantel was initially described in 1965 by researchers from Pfizer who sought cyclic amidines with suitable pharmacokinetic properties (specifically, duration of action) for use as an anthelmintic drug. Pyrantel is mainly available in formulations for dogs and cats as the embonate salt, containing a 34.7% pyrantel base [L1900]. 


Pyrantel is on the World Health Organization's List of Essential Medicines, which are the safest and most effective medicines required in a functioning health system [L1901], [L1902].  

A depolarizing neuromuscular-blocking agent causing longstanding nicotinic receptor activation, resulting in spastic paralysis of susceptible nematodes (worms). Pyrantel has shown to be effective after a single dose [L1905].

In humans, it is administered as pyrantel pamoate [A32282],[A32283],[L1893],[L1898].",False
Bicisate,True,False,DB11164,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,,,,,,"Bicisate, also known as ethyl cysteinate dimer (ECD), is a N,N'-1,2-ethylene-di-yl-bis-L-cysteinate diethyl ester. It is used in conjunction with technetium Tc99m as a tracer to measure cerebral blood flow with single-photon emission computed tomography (SPECT).[A32374] The complex of bicisate and technetium Tc99m as a kit was developed by Lantheus Medcl and FDA-approved on November 23, 1994.[L2029]",False
